"Sukunimi","Yhteensä"
"Rummukainen",632
"Viitamäki",632
"Jalo",631
"Jaskari",631
"Hyväri",630
"Kanninen",630
"Sassi",630
"Häggman",629
"Syvänen",629
"Wikman",629
"Friberg",627
"Kohvakka",627
"Pärnänen",627
"Larsson",626
"Mynttinen",626
"Mänttäri",626
"Piispa",626
"Kero",625
"Kuosa",625
"Wiklund",625
"Virkkala",625
"Inkeroinen",624
"Kilpi",624
"Vähämäki",624
"Koho",623
"Häkli",622
"Tuovila",622
"Viertola",622
"Väistö",622
"Broman",621
"Luukkainen",621
"Mölsä",621
"Silventoinen",621
"Javanainen",620
"Hotti",619
"Vanninen",619
"Mulari",618
"Oikari",618
"Paunonen",618
"Roponen",618
"Ingman",616
"Pukkila",616
"Puputti",616
"Ståhl",616
"Mikola",615
"Söderman",615
"Hukka",614
"Pätsi",614
"Heininen",613
"Ikäheimo",613
"Kivilahti",613
"Blomster",612
"Katila",612
"Köykkä",612
"Matero",612
"Vähäkuopus",612
"Liukko",611
"Villanen",611
"Leppä",610
"Niemeläinen",610
"Rokka",610
"Vähätalo",610
"Hannonen",609
"Marjanen",609
"Ritvanen",609
"Hulkko",607
"Tilli",607
"Vasara",607
"Välikangas",607
"Abdi",606
"Lehtoranta",606
"Lindblad",605
"Natunen",605
"Pitkälä",605
"Enberg",604
"Simpanen",604
"Sulonen",604
"Saranpää",603
"Halminen",602
"Leikas",602
"Myllys",602
"Nikulainen",602
"Skyttä",601
"Akkanen",600
"Kaivola",600
"Perttunen",600
"Kontinen",599
"Nikkola",599
"Pihlajamaa",599
"Torikka",599
"Hellgren",598
"Mutikainen",598
"Teppo",598
"Vertanen",598
"Haapasaari",597
"Kleemola",597
"Toppinen",597
"Torkkeli",597
"Björkqvist",595
"Ruottinen",595
"Tapanainen",595
"Hietaniemi",594
"Keronen",593
"Lundqvist",593
"West",591
"Kähärä",590
"Nissi",590
"Karhumaa",589
"Tuomala",589
"Kerttula",588
"Sundholm",588
"Westman",588
"Perämäki",587
"Posio",587
"Simula",587
"Hussein",586
"Riihelä",586
"Bollström",585
"Hemminki",585
"Joronen",585
"Kaakinen",585
"Ahopelto",584
"Ruoho",584
"Saarijärvi",584
"Finne",583
"Mansikka",583
"Pirilä",583
"Väliaho",583
"Hyyppä",582
"Kokki",582
"Majava",582
"Erola",581
"Honka",581
"Niininen",581
"Nyrhinen",581
"Tiusanen",581
"Innanen",580
"Kontturi",580
"Latva",580
"Malkki",580
"Lindh",579
"Onnela",579
"Rantonen",579
"Takkunen",579
"Isokangas",578
"Paakki",578
"Hännikäinen",577
"Päkkilä",577
"Tuunainen",577
"Honkaniemi",576
"Kakkonen",576
"Paalanen",576
"Sipponen",576
"Stenius",576
"Behm",575
"Mäntyniemi",575
"Ilves",574
"Kanervo",574
"Sund",574
"Ilmonen",573
"Kanto",573
"Juusola",572
"Korpelainen",572
"Lamminmäki",572
"Murtomäki",572
"Karsikas",571
"Huttu",570
"Lantto",570
"Tapola",570
"Hemmilä",569
"Haukka",568
"Lavikainen",568
"Sjöström",568
"Heinilä",567
"Maaranen",567
"Hanhela",565
"Mattinen",565
"Törnqvist",565
"Kylmänen",563
"Lehtovaara",563
"Oittinen",563
"Blomerus",562
"Ojaniemi",562
"Roivas",562
"Suoniemi",562
"Tallgren",562
"Ilonen",561
"Kronqvist",560
"Kunttu",560
"Sonninen",560
"Mettälä",559
"Petäjä",559
"Ståhlberg",559
"Leppämäki",558
"Saksa",557
"Sandvik",557
"Hentunen",556
"Kareinen",556
"Karppi",556
"Lonka",556
"Paronen",556
"Pirskanen",556
"Stolt",556
"Hentilä",555
"Impola",555
"Palmroth",555
"Rapo",555
"Paukku",554
"Sirkka",554
"Viitasaari",554
"Hyry",553
"Puumala",553
"Saarni",553
"Ulmanen",553
"Hiltula",552
"Hyytinen",552
"Karhapää",552
"Kautonen",552
"Leiviskä",552
"Pudas",552
"Tornberg",552
"Hirsimäki",551
"Isoniemi",551
"Kukko",551
"Ruponen",551
"Åström",551
"Piitulainen",550
"Husso",549
"Kahila",549
"Noponen",549
"Rautakoski",548
"Sjögren",548
"Hanski",547
"Lauri",545
"Lehtilä",545
"Rimpiläinen",545
"Sorvali",545
"Hellberg",544
"Mourujärvi",544
"Lehtiö",543
"Liedes",543
"Tanttu",543
"Paakkari",542
"Mylläri",541
"Alanne",540
"Jokiranta",540
"Lukkarila",539
"Sintonen",539
"Tokola",539
"Huuhka",538
"Strandberg",538
"Kaleva",537
"Peiponen",536
"Hatakka",535
"Metsäranta",535
"Pahkala",535
"Häkkilä",534
"Naskali",534
"Puikkonen",534
"Ahtola",533
"Juselius",533
"Selenius",533
"Heiska",532
"Kaila",532
"Kiviaho",532
"Winter",532
"Alenius",531
"Halmetoja",531
"Tulonen",531
"Granroth",530
"Linden",530
"Sten",530
"Törmälä",530
"Välitalo",530
"Pirnes",528
"Pölkki",528
"Alm",527
"Lönnberg",527
"Olsson",527
"Pekkinen",527
"Rehn",527
"Rentola",526
"Hannila",525
"Hautakangas",525
"Mäkiranta",525
"Mörsky",525
"Pakanen",525
"Palojärvi",525
"Viik",525
"Patrikainen",524
"Lemmetty",523
"Wickström",523
"Humalajoki",522
"Laari",522
"Palmroos",522
"Rönn",522
"Vilen",522
"Vähäsöyrinki",522
"Hiljanen",521
"Romo",521
"Siivola",521
"Soukka",521
"Alander",520
"Koivikko",520
"Lehmus",520
"Vallius",520
"Heikkala",519
"Kamula",519
"Lamminpää",519
"Perkkiö",519
"Sinkko",519
"Hekkala",518
"Kytömäki",518
"Malkamäki",518
"Silvola",518
"Kokkola",517
"Niinikoski",517
"Nuotio",517
"Siirilä",517
"Terävä",517
"Vettenranta",517
"Grankulla",516
"Hoffren",516
"Mård",516
"Pöysti",515
"Saaranen",515
"Sahlberg",515
"Sandholm",515
"Säteri",514
"Valkeinen",514
"Vuorisalo",513
"Iivanainen",512
"Isopahkala",512
"Svahn",512
"Åman",512
"Hagelberg",511
"Vierikko",511
"Körkkö",510
"Le",510
"Mänty",510
"Ojalehto",510
"Somero",510
"Kivijärvi",509
"Maukonen",509
"Örn",509
"Arminen",508
"Koukkari",508
"Peltokorpi",508
"Harjunen",507
"Hurri",507
"Sarin",507
"Grundström",506
"Janhonen",506
"Murtonen",506
"Havia",505
"Vilhunen",505
"Louhelainen",504
"Maunu",504
"Meronen",504
"Niemenmaa",504
"Niska",504
"Kalliola",503
"Laurell",503
"Raudaskoski",503
"Aromaa",502
"Hörkkö",502
"Lohilahti",502
"Pajarinen",502
"Viitasalo",502
"Heikka",501
"Ikäheimonen",501
"Jarva",501
"Ranki",501
"Wahlroos",501
"Carlsson",500
"Kuukka",500
"Palin",500
"Puskala",500
"Pyy",500
"Hjelt",499
"Arvonen",498
"Auranen",498
"Keisala",498
"Piira",498
"Rintanen",498
"Lindroth",497
"Lesonen",496
"Pykäläinen",496
"Savinainen",496
"Hilden",495
"Kallonen",495
"Kullberg",495
"Kurppa",495
"Kurttila",495
"Strand",495
"Österholm",495
"Savikko",494
"Savonen",494
"Bruun",493
"Huikuri",493
"Kotila",493
"Lyyra",493
"Rikkonen",493
"Rönnqvist",493
"Stenvall",493
"Forssell",492
"Hannus",492
"Krook",492
"Lindvall",492
"Kontiainen",491
"Lavonen",491
"Soronen",491
"Tolppanen",491
"Valve",491
"Lehtovirta",490
"Saarimäki",490
"Siitari",490
"Salakka",489
"Lahikainen",488
"Isola",487
"Jakonen",487
"Juslin",487
"Matikka",487
"Aura",486
"Granberg",486
"Haglund",486
"Isokääntä",486
"Junno",486
"Lundgren",486
"Lätti",486
"Masalin",486
"Kuru",485
"Ihamäki",484
"Kyrö",484
"Hytti",483
"Kylmälä",482
"Mannermaa",482
"Rahko",482
"Westerberg",482
"Orpana",481
"Paakkinen",481
"Pirttimäki",481
"Siirtola",481
"Ahlberg",480
"Haapsaari",479
"Nevanperä",479
"Airola",477
"Henttinen",477
"Pelli",477
"Kouhia",476
"Lehtikangas",476
"Singh",476
"Tukia",475
"Veteläinen",475
"Koskiniemi",474
"Mäkäräinen",474
"Salenius",474
"Iltanen",473
"Kotajärvi",473
"Silvonen",473
"Valonen",473
"Oikarainen",472
"Suikki",472
"Susi",472
"Venho",472
"Haaparanta",471
"Lappeteläinen",471
"Pulkkanen",471
"Kuismin",470
"Ranne",470
"Kaksonen",469
"Polvinen",469
"Purmonen",469
"Hilli",468
"Kokkinen",468
"Löfgren",468
"Myllymaa",468
"Raassina",468
"Kerola",467
"Löytynoja",467
"Nikunen",467
"Sohlman",467
"Tuikka",467
"Veijola",467
"Wessman",467
"Lainio",466
"Mahlamäki",466
"Marjamaa",466
"Uosukainen",466
"Vepsä",466
"Viinanen",466
"Arffman",465
"Klasila",465
"Koivusaari",465
"Lahtonen",465
"Komu",464
"Isokoski",463
"Petäjäjärvi",463
"Sieppi",463
"Ibrahim",462
"Järviö",461
"Lundén",461
"Ruokamo",461
"Turja",461
"Yrjänä",461
"Hoffrén",460
"Mujunen",460
"Ahti",459
"Haapa-aho",459
"Siipola",459
"Danielsson",458
"Hätönen",458
"Kallionpää",458
"Nordling",458
"Taipalus",458
"Väkeväinen",458
"Hietalahti",457
"Miinalainen",457
"Rauma",457
"Ainasoja",456
"Fors",456
"Kiviluoma",456
"Kohtala",456
"Tepponen",456
"Kiiskilä",455
"Lehtelä",455
"Ahlskog",454
"Kellokoski",454
"Levo",454
"Vesanto",454
"Slotte",453
"Hannukainen",452
"Holmqvist",452
"Ignatius",452
"Tienhaara",452
"Udd",452
"Kuukasjärvi",451
"Liski",451
"Pohja",451
"Starck",451
"Kaunismäki",450
"Lönnroth",450
"Möller",449
"Ritala",449
"Ruuth",449
"Vallin",449
"Vastamäki",449
"Hägg",448
"Jämsén",448
"Mäensivu",448
"Kahelin",447
"Kirjonen",447
"Siiskonen",447
"Meskanen",446
"Piri",446
"Enlund",445
"Honkasalo",445
"Mustalahti",445
"Sorvisto",444
"Juusela",443
"Hasu",442
"Reini",442
"Siljander",442
"Sjöman",442
"Syri",442
"Kajava",441
"Leponiemi",441
"Vuoti",441
"Jumppanen",440
"Kammonen",440
"Kotamäki",440
"Winberg",440
"Vuokila",440
"Hyytiä",439
"Kariniemi",439
"Mettovaara",439
"Olander",439
"Tapper",439
"Temonen",439
"Tyynelä",439
"Haimi",438
"Kivekäs",438
"Saavalainen",438
"Aitto-oja",437
"Jukarainen",437
"Kaarlela",437
"Koskimies",437
"Lamminaho",437
"Luhtanen",437
"Sahlman",437
"Salokangas",437
"Khan",436
"Ruohola",436
"Castrén",435
"Lukka",435
"Peurala",435
"Tallberg",435
"Haikola",434
"Heinämäki",434
"Liljeström",434
"Raittila",434
"Ruohomäki",434
"Karjula",433
"Kiili",433
"Kultanen",433
"Sikanen",433
"Ikäläinen",432
"Palander",432
"Volanen",432
"Jurmu",431
"Kalenius",431
"Lakso",431
"Raittinen",431
"Kelloniemi",430
"Vaahtera",430
"Heiskari",429
"Kämppi",429
"Lautala",429
"Rantasalo",429
"Schwartz",429
"Simolin",429
"Tihinen",429
"Haikarainen",428
"Miikkulainen",428
"Pokela",428
"Panula",427
"Tyyskä",427
"Väinölä",427
"Björkskog",426
"Göös",426
"Hietakangas",426
"Rytilahti",426
"Iivari",425
"Kiukas",425
"Sokka",425
"Sundelin",425
"Wilén",425
"Törnroos",424
"Vimpari",424
"Jokiaho",423
"Jokisalo",423
"Juhala",423
"Kestilä",423
"Laulainen",423
"Relander",423
"Virkkula",423
"Järvelin",422
"Kortesalmi",422
"Löfman",422
"Perätalo",422
"Sirola",422
"Tammilehto",422
"Halkola",420
"Vilkki",420
"Ahlström",419
"Hammar",419
"Helén",419
"Juujärvi",419
"Ritari",419
"Silén",419
"Dufva",418
"Kykkänen",418
"Ålander",418
"Engman",417
"Malila",417
"Mäyrä",416
"Sinervo",416
"Tuominiemi",416
"Pham",415
"Tanhuanpää",415
"Kosola",414
"Luoma-aho",414
"Marjakangas",414
"Ratinen",414
"Sulin",414
"Hotakainen",413
"Kuhmonen",413
"Leppäkoski",413
"Moberg",413
"Rusi",413
"Grahn",412
"Hartman",412
"Palmgren",412
"Pitkäranta",412
"Vilander",412
"Airas",411
"Jolkkonen",411
"Kokkoniemi",411
"Lehtisalo",411
"Lindman",411
"Pihlava",411
"Skogberg",411
"Stenfors",411
"Teräs",411
"Wahlberg",411
"Hautakoski",410
"Joutsen",410
"Kuismanen",410
"Laihonen",410
"Kytö",409
"Sivén",409
"Varila",409
"Alakoski",408
"Astikainen",408
"Lammela",408
"Mutka",408
"Mällinen",408
"Smith",408
"Toivio",408
"Vidgren",408
"Saine",407
"Villman",407
"Haapoja",406
"Karinen",406
"Koivumaa",406
"Mursu",406
"Väkiparta",406
"Hägglund",405
"Kittilä",405
"Pallari",405
"Jortikka",404
"Orre",404
"Åkerman",404
"Flinkman",403
"Harmaala",403
"Korteniemi",403
"Kuivanen",403
"Mohamud",403
"Silfver",403
"Tahkola",403
"Osman",402
"Stenholm",402
"Tallqvist",401
"Teikari",401
"Jama",400
"Packalén",400
"Rasimus",400
"Söderberg",400
"Talonen",400
"Huupponen",399
"Jänkälä",399
"Kumpumäki",399
"Närvänen",399
"Omar",399
"Sutela",399
"Holmlund",398
"Iivarinen",398
"Jämsen",398
"Kenttälä",398
"Koiranen",398
"Kangasmäki",397
"Kotanen",397
"Saha",397
"Kaipiainen",396
"Majaniemi",396
"Inkilä",395
"Luukko",395
"Pasma",395
"Pietarila",395
"Jurvelin",394
"Mertala",394
"Verho",394
"Willberg",394
"Hätinen",393
"Pettinen",393
"Raiskio",393
"Timperi",393
"Vähä",393
"Holmi",392
"Ilkka",392
"Luiro",392
"Muranen",392
"Pirkola",391
"Vuorenpää",391
"Autere",390
"Kaarre",390
"Kivikoski",390
"Puurtinen",390
"Svärd",390
"Bergholm",389
"Hintsanen",389
"Lehmonen",389
"Saloniemi",389
"Vattulainen",389
"Vänttilä",389
"Fält",388
"Grönstrand",388
"Halmela",388
"Kattilakoski",388
"Liikkanen",388
"Raninen",388
"Ravantti",388
"Somppi",388
"Moisanen",387
"Pinola",387
"Pirttijärvi",387
"Suontausta",387
"Alaluusua",386
"Glad",386
"Impiö",386
"Koskimaa",386
"Ursin",386
"Haajanen",385
"Hihnala",385
"Sistonen",385
"Tourunen",385
"Enroth",384
"Hannikainen",384
"Hovila",384
"Jormakka",384
"Kääriä",384
"Palovaara",384
"Vakkuri",384
"Äijö",384
"Kaukinen",383
"Korjus",383
"Ratia",383
"Timlin",383
"Collin",382
"Dahlberg",382
"Haikara",382
"Kousa",382
"Lantta",382
"Limnell",382
"Hirvikoski",381
"Kylänpää",381
"Välilä",381
"Hansson",380
"Kuorikoski",380
"Lustig",380
"Kuokka",379
"Oravainen",379
"Pessi",379
"Brander",378
"Korolainen",378
"Kreivi",378
"Partinen",378
"Strengell",378
"Toivainen",378
"Kyröläinen",377
"Käppi",377
"Laukkarinen",377
"Olenius",377
"Rasmus",377
"Tommola",377
"Lehtosaari",376
"Lemmetyinen",376
"Toppari",376
"Urpilainen",376
"Vaattovaara",376
"Vähämaa",376
"Palenius",375
"Sarja",375
"Winqvist",375
"Hattunen",374
"Mero",374
"Myllyoja",374
"Rahunen",374
"Raussi",374
"Sarén",374
"Syrjäläinen",374
"Veikkolainen",374
"Welling",374
"Hernesniemi",373
"Hietaharju",373
"Laakko",373
"Meriluoto",373
"Patronen",373
"Pousi",373
"Sariola",373
"Sorvoja",372
"Vähäsarja",372
"Kouvalainen",371
"Lattu",371
"Luokkala",371
"Pohjanen",371
"Puolitaival",371
"Risku",371
"Alamäki",370
"Häikiö",370
"Kamunen",370
"Kehusmaa",370
"Olkinuora",370
"Puonti",370
"Vehmanen",370
"Ämmälä",370
"Pylkkönen",369
"Sikiö",369
"Stark",369
"Säilä",369
"Veikkola",369
"Wilenius",369
"Vitikka",369
"Koivuluoma",368
"Levonen",368
"Outinen",368
"Tiikkainen",368
"Torppa",368
"Koskenniemi",367
"Kyyhkynen",367
"Lyly",367
"Maja",367
"Pokkinen",367
"Pulkka",367
"Rostedt",367
"Vasama",367
"Knuuti",366
"Nuora",366
"Svensson",366
"Kotro",365
"Asunmaa",364
"Jaara",364
"Naakka",364
"Ruonala",364
"Uronen",364
"Junkkari",363
"Pirkkalainen",363
"Sipinen",363
"Vienonen",363
"Alakärppä",362
"Frilander",362
"Hast",362
"Kaisto",362
"Merivirta",362
"Riikola",362
"Vilppola",362
"Fabritius",361
"Kilpiö",361
"Peteri",361
"Himanka",360
"Horttanainen",360
"Lemström",360
"Rahikka",360
"Aholainen",359
"Bärlund",359
"Hartonen",359
"Kovero",359
"Liuska",359
"Löf",359
"Oksala",359
"Riutta",359
"Rousu",359
"Röntynen",359
"Salmijärvi",359
"Varjo",359
"Kangasluoma",358
"Laasanen",358
"Mälkiä",358
"Nikkari",358
"Tiirikainen",358
"Grönvall",357
"Kaija",357
"Kaukoranta",357
"Typpö",357
"Kähönen",356
"Mustaniemi",356
"Vääräniemi",356
"Monto",355
"Purho",355
"Ryyppö",355
"Sillman",355
"Cederberg",354
"Fellman",354
"Kempas",354
"Ketolainen",354
"Koskenkorva",354
"Kraft",354
"Nummila",354
"Pekkonen",354
"Aittola",353
"Lääperi",353
"Södergård",353
"Valjus",353
"Ahvonen",352
"Hauhia",352
"Partti",352
"Saukkoriipi",352
"Tuomivaara",352
"Häkkänen",351
"Komppa",351
"Kunelius",351
"Myllyaho",351
"Pihl",351
"Pirttimaa",351
"Ahlstedt",350
"Paloheimo",350
"Stenbäck",350
"Tampio",350
"Tani",350
"Hansen",349
"Jaako",349
"Majamäki",349
"Sjöroos",349
"Kerminen",348
"Verronen",348
"From",347
"Kälkäjä",347
"Lumijärvi",347
"Mickelsson",347
"Partala",347
"Pihlainen",347
"Salokannel",347
"Vienola",347
"Jääskö",346
"Lehkonen",346
"Pulkki",346
"Rakkolainen",346
"Ylijoki",346
"Dahlgren",345
"Hopia",345
"Hurmerinta",345
"Kasanen",345
"Nikki",345
"Oranen",345
"Pantsar",345
"Säisä",345
"Grön",344
"Hietamies",344
"Mellin",344
"Pukki",344
"Rosti",344
"Selkälä",344
"Yletyinen",344
"Argillander",343
"Byman",343
"Pienimäki",343
"Tiilikka",343
"Bäcklund",342
"Huurinainen",342
"Lallukka",342
"Laukkonen",342
"Perttilä",342
"Pirttilä",342
"Ellonen",341
"Flinck",341
"Jyrkinen",341
"Käki",341
"Liikala",341
"Molander",341
"Tanska",341
"Tontti",341
"Kaukola",340
"Kemiläinen",340
"Kukkula",340
"Rekonen",340
"Toppila",340
"Vesterlund",340
"Ahtonen",339
"Alitalo",339
"Hanhisuanto",339
"Himberg",339
"Harri",338
"Hokka",338
"Arpiainen",337
"Einola",337
"Kuusniemi",337
"Mättö",337
"Wasenius",337
"Hahl",336
"Klemets",336
"Leppäaho",336
"Maksimainen",336
"Suihko",336
"Syväjärvi",336
"Fager",335
"Merinen",335
"Mäntymäki",335
"Rönnholm",335
"Tiikkaja",335
"Wahlman",335
"Åhman",335
"Lähdemäki",334
"Riihinen",334
"Dahlman",333
"Hakanpää",333
"Hakomäki",333
"Hurtig",333
"Kaarela",333
"Manni",333
"Mauno",333
"Myllärinen",333
"Paljakka",333
"Riski",333
"Saariniemi",333
"Elovaara",332
"Hauta-aho",332
"Niinistö",332
"Puoskari",332
"Siimes",332
"Tupala",332
"Vanne",332
"Isomaa",331
"Kuukkanen",331
"Liljeqvist",331
"Pihlström",331
"Rekilä",331
"Tomperi",331
"Hamari",330
"Hiironen",330
"Koivukoski",330
"Renvall",330
"Ekberg",329
"Fröberg",329
"Huikko",329
"Kultalahti",329
"Nordqvist",329
"Kotala",328
"Kuntsi",328
"Levola",328
"Majanen",328
"Pekki",328
"Vahala",328
"Jumisko",327
"Karell",327
"Kellokumpu",327
"Mäntysaari",327
"Ollanketo",327
"Persson",327
"Purola",327
"Sankala",327
"Hermunen",326
"Koutonen",326
"Maijanen",326
"Riihijärvi",326
"Lampila",325
"Luukka",325
"Pippuri",325
"Puolakanaho",325
"Säntti",325
"Andersin",324
"Flyktman",324
"Hellstén",324
"Högström",324
"Korkiamäki",324
"Kuhanen",324
"Lähdekorpi",324
"Michelsson",324
"Passi",324
"Perttu",324
"Pyrhönen",324
"Sand",324
"Sipari",324
"Tabell",324
"Vallenius",324
"Vataja",324
"Frisk",323
"Hoikka",323
"Linnala",323
"Meuronen",323
"Näsi",323
"Sakko",323
"Saunamäki",323
"Talvio",323
"Eklöf",322
"Farah",322
"Lehtisaari",322
"Paappanen",322
"Polojärvi",322
"Salli",322
"Tiitto",322
"Haapalahti",321
"Karvanen",321
"Marttala",321
"Moisander",321
"Niemi-Korpi",321
"Ohvo",321
"Parhiala",321
"Parkkari",321
"Shemeikka",321
"Vehniäinen",321
"Ågren",321
"Auer",320
"Kaipio",320
"Kettula",320
"Lanki",320
"Lankila",320
"Rouvali",320
"Schmidt",320
"Tirri",320
"Varjus",320
"Alajoki",319
"Hiekkanen",319
"Karhinen",319
"Talvensaari",319
"Tykkyläinen",319
"Björkbacka",318
"Granström",318
"Karila",318
"Korppi",318
"Kyyrö",318
"Kähäri",318
"Renfors",318
"Tapani",318
"Uuttu",318
"Kaskela",317
"Markus",317
"Sarlin",317
"Stenström",317
"Ekola",316
"Kalpio",316
"Kola",316
"Koskenranta",316
"Patjas",316
"Alhonen",315
"Hämeenniemi",315
"Palomaa",315
"Elfving",314
"Järvisalo",314
"Kutvonen",314
"Lakkala",314
"Nurmio",314
"Rasila",314
"Wahlström",314
"Häyhä",313
"Isojärvi",313
"Kaukiainen",313
"Nuorala",313
"Polvi",313
"Soisalo",313
"Tähti",313
"Viklund",313
"Koppanen",312
"Kouvo",312
"Laulajainen",312
"Laulumaa",312
"Paakkanen",312
"Rosvall",312
"Haikala",311
"Kankkonen",311
"Mehto",311
"Piilonen",311
"Poskiparta",311
"Qvist",311
"Seikkula",311
"Suomala",311
"Svart",311
"Tattari",311
"Tenkanen",311
"Tietäväinen",311
"Tulkki",311
"Vihervuori",311
"Hellén",310
"Isoviita",310
"Karlström",310
"Ranta-aho",310
"Salakari",310
"Snickars",310
"Tarvonen",310
"Hanka",309
"Karjala",309
"Kirves",309
"Nakari",309
"Rantakangas",309
"Soppela",309
"Wilkman",309
"Myyry",308
"Bragge",307
"Härö",307
"Lemberg",307
"Ylikulju",307
"Åkerblom",307
"Backström",306
"Inkiläinen",306
"Kohtamäki",306
"Lotvonen",306
"Majander",306
"Tasala",306
"Vilmi",306
"Björklöf",305
"Huolman",305
"Kankaanranta",305
"Komonen",305
"Kuusiniemi",305
"Pihkala",305
"Arkko",304
"Hostikka",304
"Huittinen",304
"Hyppänen",304
"Kuusimäki",304
"Marjeta",304
"Palmén",304
"Saharinen",304
"Suurnäkki",304
"Takkula",304
"Väkevä",304
"Etelämäki",303
"Hyypiä",303
"Kenttä",303
"Mäkisalo",303
"Pitkäniemi",303
"Pouttu",303
"Silvan",303
"Sällinen",303
"Väärälä",303
"Ahlholm",302
"Aspegren",302
"Färm",302
"Haaja",302
"Johnson",302
"Kauko",302
"Kurri",302
"Niittynen",302
"Nuuttila",302
"Pitkämäki",302
"Rikala",302
"Stoor",302
"Kemi",301
"Lax",301
"Parantainen",301
"Paukkonen",301
"Silvasti",301
"Streng",301
"Ahlroth",300
"Anttalainen",300
"Dahlqvist",300
"Hyyrynen",300
"Jonsson",300
"Lunden",300
"Luusua",300
"Merisalo",300
"Müller",300
"Peräkylä",300
"Salama",300
"Ylänen",300
"Anderson",299
"Burman",299
"Lang",299
"Manelius",299
"Myyrä",299
"Oikkonen",299
"Paakkonen",299
"Paavolainen",299
"Tapiola",299
"Villa",299
"Barck",298
"Kivikangas",298
"Komi",298
"Maaninka",298
"Putkinen",298
"Raudasoja",298
"Vesamäki",298
"Vihervaara",298
