"Etunimi","Lukumäärä"
"Hekla",12
"Heli-Johanna",12
"Herta",12
"Hussain",12
"Iben",12
"Iida-Eveliina",12
"Iitamari",12
"Ilayda",12
"Ildiko",12
"Iloisa",12
"Inanna",12
"Indi",12
"Indra",12
"Inga-Lena",12
"Inga-Maarit",12
"Ingrit",12
"Ipek",12
"Jacinda",12
"Jacoba",12
"Jasminka",12
"Jenna-Maaria",12
"Jenni-Liisa",12
"Jenni-Maija",12
"Jesmiina",12
"Jila",12
"Jooa",12
"Julitta",12
"Juuliska",12
"Kadhim",12
"Kaijaleena",12
"Karliina",12
"Kasperiina",12
"Katianna",12
"Kati-Maarit",12
"Kati-Mari",12
"Kezia",12
"Kha",12
"Kirsi-Liisa",12
"Kirsi-Marika",12
"Kirstin",12
"Krenare",12
"Kristelle",12
"Kristy",12
"Lala",12
"Laleh",12
"Leena-Maarit",12
"Leini",12
"Lembi",12
"Lirije",12
"Lisandra",12
"Lis-Maj",12
"Liu",12
"Lona",12
"Lotti",12
"Lumikirsikka",12
"Lumilia",12
"Maddalena",12
"Madlena",12
"Magali",12
"Magga",12
"Maiju-Liina",12
"Mailen",12
"Maivor",12
"Maj-Viol",12
"Manha",12
"Manon",12
"Marcia",12
"Máret",12
"Maria-Emilia",12
"Maria-Kristiina",12
"Marida",12
"Mariliisa",12
"Marintytär",12
"Mari-Sanna",12
"Mari-Sisko",12
"Mari-Tuulia",12
"Mattiina",12
"Maysa",12
"Mayya",12
"Medine",12
"Meeli",12
"Meeri-Maria",12
"Melak",12
"Melisse",12
"Merima",12
"Merisa",12
"Merja-Helena",12
"Mia-Maija",12
"Michèle",12
"Michell",12
"Miima",12
"Milla-Riikka",12
"Minou",12
"Minya",12
"Mirabelle",12
"Mireia",12
"Miritza",12
"Mirja-Kaarina",12
"Mohamuud",12
"Monalisa",12
"Mui",12
"Muktar",12
"Muuse",12
"Nataliina",12
"Neetta",12
"Nejla",12
"Neli",12
"Nella-Noora",12
"Niina-Kaisa",12
"Niklasdotter",12
"Nima",12
"Njambi",12
"Noémie",12
"Nor",12
"Oda",12
"Omenankukka",12
"Onja",12
"Osmontytär",12
"Paraskeva",12
"Patrica",12
"Patrice",12
"Peeta",12
"Piia-Maarit",12
"Piia-Riikka",12
"Pirje",12
"Pirkko-Helena",12
"Pola",12
"Pouta",12
"Priskilla",12
"Putri",12
"Päivi-Maarit",12
"Päivi-Riitta",12
"Qasim",12
"Queen",12
"Quinn",12
"Razan",12
"Rhonda",12
"Riia-Liisa",12
"Rinesa",12
"Rispa",12
"Rista",12
"Rocio",12
"Rojin",12
"Roma",12
"Rosa-Liina",12
"Rosalind",12
"Rose-Maria",12
"Saara-Elina",12
"Sabira",12
"Saffron",12
"Sahal",12
"Saleban",12
"Sam",12
"Samah",12
"Sanna-Pauliina",12
"Sanna-Reetta",12
"Sanra",12
"Saraliina",12
"Saramaria",12
"Sara-Marie",12
"Sara-Tuuli",12
"Sarleena",12
"Satu-Kristiina",12
"Satumarja",12
"Satu-Marjaana",12
"Sebastian",12
"Seere",12
"Sema",12
"Sesilja",12
"Sevim",12
"Shadi",12
"Shahin",12
"Shaima",12
"Shamsa",12
"Shari",12
"Shiva",12
"Shpresa",12
"Si",12
"Sia",12
"Sini-Maaret",12
"Sinimaria",12
"Sini-Marika",12
"Sini-Meri",12
"Siria",12
"Sofina",12
"Soli",12
"Stacy",12
"Stanislava",12
"Steffi",12
"Sultana",12
"Sumu",12
"Sylwia",12
"Sävel",12
"Tanjaana",12
"Tasniim",12
"Terri",12
"Tertta",12
"Theresé",12
"Therèse",12
"Thérése",12
"Tiia-Leena",12
"Tiia-Marika",12
"Tiia-Riitta",12
"Tiia-Sofia",12
"Ting",12
"Tricia",12
"Tuulimaria",12
"Türkan",12
"Ulli",12
"Umayma",12
"Uwase",12
"Vaapukka",12
"Wafa",12
"Valbona",12
"Valkyria",12
"Vania",12
"Vendi",12
"Werna",12
"Vian",12
"Virna",12
"Virva-Tuulia",12
"Vladislava",12
"Yada",12
"Yuan",12
"Zahara",12
"Zakia",12
"Zeynab",12
"Abdel",11
"Abdihakim",11
"Abdiwahab",11
"Abdiweli",11
"Abdulaziz",11
"Abrar",11
"Abubakar",11
"Adi",11
"Afifa",11
"Afsaneh",11
"Agape",11
"Agnetta",11
"Aino-Elisa",11
"Aino-Kaarina",11
"Alara",11
"Aleksanda",11
"Alfia",11
"Alisi",11
"Alivia",11
"Alliina",11
"Alwan",11
"Aminah",11
"Amorina",11
"Anima",11
"Aniso",11
"Anjuli",11
"Anna-Christina",11
"Anna-Maaret",11
"Anna-Marjatta",11
"Anna-Mia",11
"Anna-Miia",11
"Anna-Sara",11
"Anneliese",11
"Annentytär",11
"Ann-Helene",11
"Anni-Eveliina",11
"Anni-Liina",11
"Anni-Riina",11
"Anni-Riitta",11
"Anselica",11
"Antrea",11
"Anumari",11
"Anu-Marika",11
"Arietta",11
"Arline",11
"Astrea",11
"Atena",11
"Augustine",11
"Aunetta",11
"Aurélie",11
"Auria",11
"Aveline",11
"Avril",11
"Awuor",11
"Ayad",11
"Azalea",11
"Banu",11
"Benin",11
"Bertina",11
"Bile",11
"Bint",11
"Bita",11
"Bleona",11
"Bosdotter",11
"Bouchra",11
"Bozena",11
"Caitlyn",11
"Cami",11
"Candice",11
"Cansu",11
"Cathrina",11
"Cemile",11
"Ceres",11
"Charlize",11
"Cheri",11
"Cheyenne",11
"Chimamanda",11
"Ching",11
"Chira",11
"Chrisse",11
"Chun",11
"Cicilia",11
"Cindi",11
"Clémentine",11
"Cleopatra",11
"Daniéla",11
"Danielsdotter",11
"Dareia",11
"Desirè",11
"Dionne",11
"Donata",11
"Dragana",11
"Eija-Anneli",11
"Eija-Marja",11
"Eila-Sisko",11
"Elenna",11
"Elenora",11
"Elis",11
"Elisse",11
"Ella-Emilia",11
"Ellenor",11
"Elli-Lotta",11
"Elmedina",11
"Elpi",11
"Elve",11
"Emilié",11
"Emilyn",11
"Emmakaisa",11
"Emmaliisa",11
"Emmeli",11
"Emmi-Karoliina",11
"Enni-Maija",11
"Essie",11
"Estela",11
"Eva-Kaisa",11
"Evely",11
"Evilla",11
"Faarah",11
"Fabienne",11
"Fahad",11
"Fang",11
"Fannie",11
"Farideh",11
"Fatme",11
"Faysal",11
"Fen",11
"Feodora",11
"Fiorella",11
"Fleur",11
"Fouad",11
"Franceska",11
"Franksdotter",11
"Fransesca",11
"Fria",11
"Frida-Maria",11
"Galadriel",11
"Ganna",11
"Genevieve",11
"Ghazal",11
"Giia",11
"Graziella",11
"Grigorjevna",11
"Gullbritt",11
"Gunne",11
"Gunni-Maj",11
"H",11
"Haawo",11
"Hadiya",11
"Haider",11
"Hamide",11
"Hanane",11
"Hanife",11
"Hanna-Marie",11
"Hanne-Maaria",11
"Hao",11
"Harper",11
"Hasna",11
"Havu",11
"Heidy",11
"Heli-Maaria",11
"Helve",11
"Henje",11
"Hento",11
"Hibaaq",11
"Hidajete",11
"Hilary",11
"Hilkka-Leena",11
"Hilli",11
"Himmi",11
"Hira",11
"Ibadete",11
"Ida-Annika",11
"Ida-Eveliina",11
"Ida-Lina",11
"Iina-Kaisa",11
"Ingalis",11
"Ingbritt",11
"Inkaliina",11
"Inkariina",11
"Intisar",11
"Istar",11
"Ivie",11
"Iwona",11
"Jalna",11
"Janira",11
"Jeminna",11
"Jenni-Maaria",11
"Jie",11
"Joann",11
"Joeliina",11
"Joenna",11
"Jolin",11
"Jonna-Kaisa",11
"Jouki",11
"Joukontytär",11
"Julian",11
"Juuli-Maria",11
"Jyrintytär",11
"Kaija-Helena",11
"Kaija-Sisko",11
"Kaisla-Kerttu",11
"Kalinka",11
"Kamel",11
"Kataliina",11
"Kata-Riina",11
"Katjana",11
"Katriine",11
"Kawthar",11
"Kirsi-Marie",11
"Kosovare",11
"Kowsar",11
"Kreetta-Liisa",11
"Kuunsäde",11
"Lale",11
"Lassentytär",11
"Lassintytär",11
"Leea-Maria",11
"Lenny",11
"Liah",11
"Liina-Kaisa",11
"Lillevi",11
"Lippe",11
"Liridona",11
"Lis-Beth",11
"Lisel",11
"Lotta-Leena",11
"Lotta-Liina",11
"Luca",11
"Lul",11
"Lyudmila",11
"Madelyn",11
"Maeve",11
"Magdalene",11
"Maha",11
"Mahtab",11
"Maij-Lis",11
"Mailikki",11
"Majlinda",11
"Maj-Louise",11
"Mana",11
"Manti",11
"Margeta",11
"Maricel",11
"Marieke",11
"Mari-Kaarina",11
"Mari-Liis",11
"Mari-Sofia",11
"Marja-Sinikka",11
"Marttina",11
"May-Gret",11
"Medea",11
"Meliida",11
"Meri-Anna",11
"Merissa",11
"Merliina",11
"Meryam",11
"Mia-Liisa",11
"Mia-Riikka",11
"Midori",11
"Miia-Leena",11
"Miimi",11
"Miina-Liisa",11
"Mikayla",11
"Milanna",11
"Milja-Emilia",11
"Milka-Maria",11
"Mille",11
"Millicent",11
"Milva",11
"Minela",11
"Mini",11
"Minnaleena",11
"Minnamaija",11
"Minnéa",11
"Minni-Maria",11
"Mirabel",11
"Mirel",11
"Mirika",11
"Mirke",11
"Mirta",11
"Mojgan",11
"Moona-Maria",11
"Muhammad",11
"Muhammed",11
"Musa",11
"Märit",11
"Najat",11
"Natalina",11
"Nazia",11
"Neha",11
"Neneh",11
"Neslihan",11
"Nessi",11
"Nha",11
"Nhat",11
"Nian",11
"Nicol",11
"Nieves",11
"Niina-Liisa",11
"Nina-Johanna",11
"Nina-Marie",11
"Nina-Marika",11
"Njoki",11
"Noga",11
"Nola",11
"Nuran",11
"Nuria",11
"Nusrat",11
"Olympia",11
"Ornella",11
"Outi-Katariina",11
"Outi-Maaria",11
"Paula-Riitta",11
"Pelin",11
"Pentintytär",11
"Pertta",11
"Petja",11
"Pia-Christina",11
"Piia-Johanna",11
"Pirjo-Helena",11
"Pirjoriitta",11
"Pirve",11
"Qi",11
"Qian",11
"Rada",11
"Radha",11
"Raija-Sisko",11
"Raika",11
"Rand",11
"Raune",11
"Raya",11
"Reijontytär",11
"Reita",11
"Remi",11
"René",11
"Rihaam",11
"Riikkamari",11
"Riikka-Sisko",11
"Riikka-Susanna",11
"Riina-Lotta",11
"Romana",11
"Roosaliina",11
"Roosa-Marja",11
"Rosamari",11
"Roselia",11
"Rowena",11
"Roxanna",11
"Rubina",11
"Ruken",11
"Saarai",11
"Sabiriin",11
"Sadiyo",11
"Saidi",11
"Saiga",11
"Saija-Riitta",11
"Saila-Maria",11
"Saira",11
"Samanta",11
"Samara",11
"Sara-Maaria",11
"Sari-Sisko",11
"Satu-Marika",11
"Satu-Tuulia",11
"Sela",11
"Selenia",11
"Sennu",11
"Shalini",11
"Shirel",11
"Shkurte",11
"Shugri",11
"Simran",11
"Sinipilvi",11
"Sirene",11
"Sisko-Riitta",11
"Souad",11
"Stella-Maria",11
"Stigsdotter",11
"Suhaila",11
"Sulotar",11
"Sumaiya",11
"Suong",11
"Supaporn",11
"Susu",11
"Suweyda",11
"Suvikukka",11
"Suvi-Pilvi",11
"Suzette",11
"Svenja",11
"Tabassum",11
"Taha",11
"Tahira",11
"Tarja-Anneli",11
"Tarja-Sisko",11
"Tarja-Terttu",11
"Tawfik",11
"Terella",11
"Terésia",11
"Terhen",11
"Terhi-Tuulikki",11
"Terttu-Kaarina",11
"Tho",11
"Tiiamaria",11
"Tiira",11
"Tiivi",11
"Tittamari",11
"Tiuhti",11
"Toma",11
"Tonia",11
"Tracey",11
"Tuija-Maija",11
"Tuija-Maria",11
"Tulan",11
"Tuula-Marjatta",11
"Tuuli-Anna",11
"Tyttö",11
"Urszula",11
"Valbone",11
"Valla",11
"Valmu",11
"Wanna",11
"Verla",11
"Vilja-Tuulia",11
"Williina",11
"Wing",11
"Vira",11
"Yahya",11
"Yasamin",11
"Yemina",11
"Young",11
"Yussuf",11
"Yvonn",11
"Zineb",11
"Zoia",11
"Aagot",10
"Aali",10
"Abdulkareem",10
"Adaora",10
"Adia",10
"Agne",10
"Ahmednur",10
"Aidi",10
"Aila-Maija",10
"Aila-Maria",10
"Aino-Lotta",10
"Aino-Marjatta",10
"Ainotar",10
"Akinyi",10
"Alfina",10
"Aliana",10
"Alviida",10
"Alysa",10
"Amanta",10
"Amelina",10
"Amica",10
"Amiina",10
"Anactasia",10
"Ancelica",10
"Anielka",10
"Aniella",10
"Anjelica",10
"Anna-Beata",10
"Anna-Johanna",10
"Annalina",10
"Anna-Loviisa",10
"Anna-Lovisa",10
"Anna-Marita",10
"Anna-Roosa",10
"Anna-Rosa",10
"Ann-Charlotta",10
"Ann-Chatrine",10
"Anne-Birgitta",10
"Anne-Lie",10
"Anneliisa",10
"Annemaj",10
"Anne-Riikka",10
"Anne-Sophie",10
"Anni-Maarit",10
"Anni-Pauliina",10
"Antero",10
"Anttoona",10
"Anu-Riitta",10
"Anu-Tuulia",10
"Anzal",10
"Apolonia",10
"Arja-Helena",10
"Arja-Terttu",10
"Aroha",10
"Asja",10
"Askontytär",10
"Atsalea",10
"Aurela",10
"Aysegül",10
"Ayten",10
"Azita",10
"Bela",10
"Benjamin",10
"Besa",10
"Bethel",10
"Betta",10
"Betül",10
"Bilan",10
"Bricella",10
"Calista",10
"Camelia",10
"Catarine",10
"Celestia",10
"Chandra",10
"Charity",10
"Cherry",10
"Christa-Maria",10
"Clarice",10
"Connie",10
"Consuelo",10
"Coralie",10
"Courtney",10
"Csilla",10
"Danita",10
"Dawood",10
"Deciree",10
"Deka",10
"Delfina",10
"Deqa",10
"Desiren",10
"Dianne",10
"Dione",10
"Diya",10
"Donjeta",10
"Duaa",10
"Edward",10
"Eeva-Johanna",10
"Eeva-Maarit",10
"Eevantytär",10
"Eija-Helena",10
"Eile",10
"Eir",10
"Eleia",10
"Elettra",10
"Elfriede",10
"Elisa-Maria",10
"Ella-Riikka",10
"Elle-Maria",10
"Ellenoora",10
"Elle-Sofia",10
"Elli-Marja",10
"Elli-Nora",10
"Elmiida",10
"Elora",10
"Else-Maria",10
"Elsi-Maj",10
"Elsi-Maria",10
"Elssa",10
"Elyse",10
"Emmanuel",10
"Emmanuella",10
"Emma-Riina",10
"Emmiliina",10
"Ennea",10
"Erita",10
"Erjona",10
"Erlinda",10
"Eslem",10
"Esosa",10
"Eugénie",10
"Eva-Maj",10
"Eva-Sofia",10
"Evea",10
"Eve-Maria",10
"Fan",10
"Fardowso",10
"Farzaneh",10
"Fateme",10
"Fatiha",10
"Felicitas",10
"Femmi",10
"Fenja",10
"Fiia-Maria",10
"Franseska",10
"Gamze",10
"Gennadjevna",10
"Georgette",10
"Germaine",10
"Ghalib",10
"Grazia",10
"Grethel",10
"Gullveig",10
"Gungerd",10
"Göransdotter",10
"Götha",10
"Hadassa",10
"Hadil",10
"Hajer",10
"Halime",10
"Hanieh",10
"Hanna-Katriina",10
"Hanna-Laura",10
"Hanne-Riikka",10
"Hannika",10
"Heidi-Hannele",10
"Heidi-Johanna",10
"Heile",10
"Heli-Sisko",10
"Helka-Maria",10
"Helmi-Elisa",10
"Helmimaria",10
"Heloise",10
"Henja",10
"Hentriika",10
"Herdis",10
"Hilpa",10
"Hinriikka",10
"Ho",10
"Homa",10
"Houda",10
"Huseen",10
"Idaliina",10
"Ida-Liina",10
"Iina-Riikka",10
"Ilene",10
"Ilmari",10
"Ilon",10
"Imad",10
"Imani",10
"Immikki",10
"Inaaya",10
"Inaria",10
"Inaya",10
"Inés",10
"Inja",10
"Inka-Liina",10
"Inki",10
"Isha",10
"Ismontytär",10
"Issa",10
"Iva",10
"Ivi",10
"Jacinta",10
"Jadelle",10
"Jade-Maria",10
"Jaina",10
"Janeth",10
"Jannah",10
"Jannice",10
"Jedida",10
"Jelissa",10
"Jemila",10
"Jenissa",10
"Jenna-Emilia",10
"Jennamari",10
"Jevgenija",10
"Johana",10
"Jonintytär",10
"Jonna-Marika",10
"Jonnentytär",10
"Judi",10
"Jumana",10
"Junita",10
"Jutta-Mari",10
"Juunia",10
"Jwan",10
"Kaddy",10
"Kaisa-Helena",10
"Kaisaliisa",10
"Kaori",10
"Kareniina",10
"Kari",10
"Karlsdotter",10
"Kasimiira",10
"Katelyn",10
"Katjantytär",10
"Katjusa",10
"Katri-Elina",10
"Kaukontytär",10
"Kavita",10
"Kiida",10
"Kirsimari",10
"Krispina",10
"Ladan",10
"Laelia",10
"Laurina",10
"Leen",10
"Leilani",10
"Léonie",10
"Leontina",10
"Ler",10
"Letizia",10
"Liane",10
"Lieu",10
"Liisa-Kaarina",10
"Liisa-Maaria",10
"Lilianne",10
"Liljen",10
"Lilyana",10
"Lina-Maria",10
"Lizbeth",10
"Loren",10
"Lotus",10
"Loubna",10
"Lumme",10
"Lusia",10
"Lyn",10
"M",10
"Madalena",10
"Maher",10
"Maiju-Liisa",10
"Maimu",10
"Maisi",10
"Malisa",10
"Manuella",10
"Margrete",10
"Maria-Elisa",10
"Maria-Johanna",10
"Maria-Katariina",10
"Maria-Pia",10
"Marie-Ann",10
"Marie-Charlotte",10
"Marienna",10
"Marieta",10
"Marilin",10
"Marinette",10
"Marja-Reetta",10
"Marja-Tuulia",10
"Marjo-Hannele",10
"Marjo-Helena",10
"Marjo-Reetta",10
"Marjoriina",10
"Marjo-Rita",10
"Markus",10
"Marley",10
"Marru",10
"Marthe",10
"Martta-Liisa",10
"Maurita",10
"Mazin",10
"Meia",10
"Meili",10
"Meirami",10
"Meltem",10
"Menja",10
"Merica",10
"Meri-Maija",10
"Meri-Tuulikki",10
"Merja-Anneli",10
"Merla",10
"Merli",10
"Miia-Johanna",10
"Miia-Riina",10
"Milla-Maija",10
"Milla-Riitta",10
"Milla-Roosa",10
"Minja-Maria",10
"Minna-Helena",10
"Minttumaria",10
"Miral",10
"Miralda",10
"Mirell",10
"Miriel",10
"Mirita",10
"Mirlinda",10
"Miselle",10
"Mona-Liisa",10
"Morsal",10
"Mumbi",10
"Muno",10
"Mushtak",10
"Mårtensdotter",10
"Naa",10
"Nafiso",10
"Nahida",10
"Nahla",10
"Naile",10
"Najwa",10
"Nam",10
"Nanami",10
"Nanda",10
"Nasim",10
"Naya",10
"Nefertiti",10
"Negar",10
"Nelli-Sofia",10
"Nenja",10
"Nerina",10
"Nermina",10
"Nevin",10
"Nigar",10
"Niina-Maarit",10
"Niina-Maija",10
"Nina-Liisa",10
"Ninel",10
"Ning",10
"Ninni-Maria",10
"Nino",10
"Nisha",10
"Nóra",10
"Nupel",10
"Oihonna",10
"Omolola",10
"Onnetar",10
"Oo",10
"Ooda",10
"Oona-Lotta",10
"Orion",10
"Orsolya",10
"Oskarintytär",10
"Outi-Elina",10
"Outi-Leena",10
"Pandora",10
"Patrycja",10
"Peninna",10
"Petra-Pauliina",10
"Pia-Carita",10
"Pia-Helena",10
"Pihla-Maaria",10
"Piippa",10
"Pippi",10
"Pirjo-Kaarina",10
"Pranee",10
"Priscila",10
"Priyanka",10
"Rachael",10
"Rahil",10
"Raile",10
"Raine",10
"Raja",10
"Ramina",10
"Randi",10
"Ranim",10
"Raphaela",10
"Ray",10
"Reija-Leena",10
"Reija-Riitta",10
"Renáta",10
"Reneé",10
"Reyhan",10
"Rhoda",10
"Rianne",10
"Riikka-Elina",10
"Rikuntytär",10
"Robina",10
"Romi",10
"Roosa-Sofia",10
"Rosine",10
"Rozalia",10
"Rozerin",10
"S.",10
"Saana-Sofia",10
"Sabriin",10
"Sabrine",10
"Sadiq",10
"Sadiya",10
"Sahrami",10
"Saia",10
"Saja",10
"Sakarintytär",10
"Saliha",10
"Sallamaarit",10
"Sallariina",10
"Sama",10
"Samiya",10
"Sandra-Maria",10
"Sanna-Elina",10
"Sanna-Helena",10
"Sanna-Kaija",10
"Sannimaria",10
"Saralotta",10
"Sari-Marjut",10
"Sari-Minna",10
"Sarla",10
"Sassa",10
"Satu-Anna",10
"Satu-Leena",10
"Satu-Marjut",10
"Saya",10
"Scarlet",10
"Seida",10
"Seija-Sinikka",10
"Sere",10
"Serefiina",10
"Serene",10
"Sessi",10
"Sharifa",10
"Sharmila",10
"Sheida",10
"Silja-Maaria",10
"Sin",10
"Sini-Mari",10
"Sini-Päivi",10
"Sinituulia",10
"Sirli",10
"Sirpa-Helena",10
"Sisilia",10
"Sofii",10
"Somaya",10
"Somayeh",10
"Sora",10
"Stacey",10
"Star",10
"Stéphanie",10
"Sun",10
"Sunny",10
"Suska",10
"Suvi-Juulia",10
"Szilvia",10
"Tabea",10
"Tabitha",10
"Taija-Leena",10
"Taija-Maria",10
"Tarja-Maarit",10
"Tarja-Maija",10
"Taru-Leena",10
"Teele",10
"Teila",10
"Terhi-Maria",10
"Thida",10
"Tiera",10
"Tiia-Emilia",10
"Tiinakaisa",10
"Tiinantytär",10
"Tilia",10
"Timja",10
"Tintin",10
"Tonya",10
"Tuba",10
"Tuittu",10
"Tuula-Kaarina",10
"Tuula-Mari",10
"Ulla-Christina",10
"Ullastiina",10
"Unaja",10
"Unna-Maria",10
"Wahida",10
"Waldine",10
"Valora",10
"Wan",10
"Varja",10
"Warsame",10
"Vaulikki",10
"Veda",10
"Veera-Liisa",10
"Veneda",10
"Véronique",10
"Victoire",10
"Viive",10
"Viivi-Sofia",10
"Viivu",10
"Vilena",10
"Wilina",10
"Vilma-Liina",10
"Wilma-Lotta",10
"Vilma-Maria",10
"Vilpiina",10
"Winona",10
"Virpi-Maria",10
"Vivea",10
"Viyan",10
"Yildiz",10
"Yllka",10
"Yona",10
"Yousra",10
"Yuk",10
"Yuna",10
"Zeliha",10
"Aalto",9
"Aaron",9
"Abdilahi",9
"Abdirazak",9
"Abdisalan",9
"Abdulgadir",9
"Abdulla",9
"Abid",9
"Abir",9
"Abraar",9
"Adaeze",9
"Adafiia",9
"Adalmia",9
"Adeela",9
"Adelmina",9
"Adhiambo",9
"Adiel",9
"Adiina",9
"Adila",9
"Aditi",9
"Adrianne",9
"Africa",9
"Afua",9
"Aino-Riikka",9
"Airina",9
"Airut",9
"Aishah",9
"Aisling",9
"Aja",9
"Ajsa",9
"Alaia",9
"Aleina",9
"Aleksintytär",9
"Alfriida",9
"Alila",9
"Alin",9
"Alis",9
"Allie",9
"Almiira",9
"Amanita",9
"Ambra",9
"Amidala",9
"Ammar",9
"Anatolievna",9
"Andelina",9
"Andrée",9
"Andria",9
"Andriana",9
"Andromeda",9
"Ane",9
"Anele",9
"Anfiisa",9
"Angélique",9
"Anikka",9
"Anikó",9
"Anjali",9
"Anna-Charlotta",9
"Annada",9
"Anna-Greetta",9
"Annakatri",9
"Anna-Kerttu",9
"Annamarja",9
"Anna-Marjaana",9
"Annareeta",9
"Anna-Ulla",9
"Anne-Carita",9
"Anne-Louise",9
"Anne-Sofia",9
"Ann-Helén",9
"Anni-Katri",9
"Anni-Roosa",9
"Ann-Kristina",9
"Ann-Mary",9
"Annsofi",9
"Annsofie",9
"Anselina",9
"Antonietta",9
"Anu-Kaarina",9
"Aoife",9
"Arbenita",9
"Arezu",9
"Arja-Kaarina",9
"Arja-Maarit",9
"Arnikki",9
"Asantewaa",9
"Atef",9
"Auguste",9
"Aune-Maria",9
"Awad",9
"Avan",9
"Avigail",9
"Ayala",9
"Batul",9
"Benedikte",9
"Bente",9
"Beritan",9
"Betul",9
"Biljana",9
"Bina",9
"Birjetta",9
"Birketta",9
"Björk",9
"Blenda",9
"Brittany",9
"Brynhild",9
"Candy",9
"Castalia",9
"Caterine",9
"Ceela",9
"Celena",9
"Chan",9
"Chantel",9
"Charita",9
"Chatrina",9
"Cherie",9
"Christersdotter",9
"Chrystal",9
"Cina",9
"Clotilde",9
"Davida",9
"Decirée",9
"Dee",9
"Denize",9
"Dicle",9
"Dinh",9
"Duha",9
"Edeveig",9
"Editha",9
"Eeva-Marjatta",9
"Eija-Elina",9
"Eijaliisa",9
"Eila-Kaarina",9
"Elean",9
"Electra",9
"Elianna",9
"Elize",9
"Ella-Leena",9
"Ellin",9
"Ellu",9
"Else-Marie",9
"Elsmaj",9
"Elssi",9
"Elvin",9
"Emeliia",9
"Emmi-Elina",9
"Emmi-Ilona",9
"Emmi-Maaria",9
"Emmi-Riina",9
"Emy",9
"Eniola",9
"Ennie",9
"Ermira",9
"Erzsébet",9
"Esi",9
"Essi-Mari",9
"Estefania",9
"Estrella",9
"Eufrosyyne",9
"Eva-Karin",9
"Eva-Lis",9
"Eva-Stiina",9
"Evina",9
"Fanni-Maria",9
"Favour",9
"Fidan",9
"Frederica",9
"Funda",9
"Ganga",9
"Gay",9
"Gergana",9
"Giuseppina",9
"Gullborg",9
"Gwendoline",9
"Habiiba",9
"Habiibo",9
"Hadia",9
"Haije",9
"Hajnalka",9
"Haldis",9
"Hamad",9
"Hanna-Kristiina",9
"Hanne-Kaisa",9
"Hanni-Mari",9
"Heelmä",9
"Heide",9
"Heidimaria",9
"Heidi-Marie",9
"Heini-Maaria",9
"Heli-Anneli",9
"Heli-Kristiina",9
"Helmi-Emilia",9
"Helmi-Orvokki",9
"Hena",9
"Hennaleena",9
"Henni-Maria",9
"Hoai",9
"Hodo",9
"Husna",9
"Hymmi",9
"Ifeoluwa",9
"Iftin",9
"Iida-Juulia",9
"Iidaliisa",9
"Iida-Marja",9
"Iida-Olivia",9
"Iine",9
"Iisa-Maria",9
"Iissa",9
"Ilaf",9
"Imma",9
"Ina-Sofia",9
"Ingabritt",9
"Ingel",9
"Inker-Anni",9
"Irana",9
"Ireeni",9
"Irjaliisa",9
"Jaana-Riitta",9
"Jaana-Sisko",9
"Jalal",9
"Janea",9
"Janiitta",9
"Jannie",9
"Janni-Mari",9
"Janni-Maria",9
"Jasmiine",9
"Jasmiitta",9
"Jasper",9
"Jassi",9
"Jehona",9
"Jelmiina",9
"Jemimah",9
"Jenisa",9
"Jenna-Marika",9
"Jenni-Juulia",9
"Jenniliisa",9
"Jennimaria",9
"Jinan",9
"Jodie",9
"Jonna-Juulia",9
"Jorunn",9
"Josanna",9
"Jose",9
"Julius",9
"Kadir",9
"Kaija-Maria",9
"Kaisamaija",9
"Kaisu-Maria",9
"Kamilia",9
"Kanjana",9
"Kasper",9
"Katre",9
"Katri-Leena",9
"Katri-Mari",9
"Keea",9
"Khawla",9
"Kida",9
"Kimberley",9
"Kirsti-Maija",9
"Kirsti-Maria",9
"Kisu",9
"Konstantia",9
"Konstantinovna",9
"Kornelia",9
"Krista-Maaria",9
"Kristiansdotter",9
"Külli",9
"Lamija",9
"Lanya",9
"Lay",9
"Leelo",9
"Lelia",9
"Lenina",9
"Lenna",9
"Lidiya",9
"Liel",9
"Lieselotte",9
"Liisa-Marie",9
"Lilah",9
"Lilibeth",9
"Lilien",9
"Lilli-Maria",9
"Lina-Lotta",9
"Lindis",9
"Lisse",9
"Liva",9
"Lizzie",9
"Ljudmilla",9
"Lore",9
"Lubna",9
"Lubov",9
"Lycka",9
"Lynda",9
"Lyubov",9
"Lyudmyla",9
"Maana",9
"Maarin",9
"Maarit-Hannele",9
"Magdalen",9
"Magdolna",9
"Maijakaisa",9
"Maijariitta",9
"Maija-Stina",9
"Maike",9
"Maile",9
"Mako",9
"Malinda",9
"Mandelina",9
"Margo",9
"Maria-Christina",9
"Maria-Karoliina",9
"Marieela",9
"Marijanne",9
"Marilena",9
"Mari-Lotta",9
"Mari-Pauliina",9
"Mari-Sofi",9
"Marja-Liisi",9
"Marja-Lisa",9
"Marjoriikka",9
"Marjuli",9
"Marjutta",9
"Marliina",9
"Martyna",9
"Marua",9
"Mathiasdotter",9
"Matilta",9
"Mawada",9
"Meelika",9
"Mehri",9
"Mehtap",9
"Melany",9
"Mélissa",9
"Melodie",9
"Meretta",9
"Meri-Ellen",9
"Meri-Maria",9
"Meri-Sisko",9
"Meritähti",9
"Merja-Sisko",9
"Meron",9
"Merri",9
"Mia-Maaria",9
"Michel",9
"Michéle",9
"Midenette",9
"Miina-Mari",9
